Territory1,taxonomicgroup,kingdom,phylum,class,order,family,genus,species,n_obs,n_spp,idx_obis_wdpa
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Malacoctenus,Malacoctenus ebisui,5,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Malacoctenus,Malacoctenus erdmani,6,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Malacoctenus,Malacoctenus gilli,8,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Malacoctenus,Malacoctenus macropus,8,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Malacoctenus,Malacoctenus margaritae,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Malacoctenus,Malacoctenus sudensis,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Malacoctenus,Malacoctenus triangulatus,7,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Malacoctenus,Malacoctenus versicolor,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Malacoctenus,Malacoctenus zonifer,11,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Malacoctenus,NA,12,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Paraclinus,Paraclinus fasciatus,6,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Paraclinus,Paraclinus marmoratus,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Paraclinus,Paraclinus mexicanus,6,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Paraclinus,Paraclinus naeorhegmis,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Paraclinus,Paraclinus nigripinnis,16,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Paraclinus,NA,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Starksia,Starksia atlantica,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Starksia,Starksia fasciata,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Starksia,Starksia fulva,6,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Starksia,Starksia lepicoelia,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Starksia,Starksia nanodes,6,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Starksia,Starksia sluiteri,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Starksia,Starksia variabilis,6,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Starksia,NA,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,NA,NA,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lobotidae,Lobotes,Lobotes pacificus,5,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lobotidae,Lobotes,Lobotes surinamensis,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lobotidae,NA,NA,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Aphareus,Aphareus furca,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Apsilus,Apsilus dentatus,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Etelis,Etelis oculatus,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Hoplopagrus,Hoplopagrus guentherii,6,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus analis,34,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus apodus,12,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus aratus,9,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus argentiventris,27,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus buccanella,8,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus campechanus,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus colorado,16,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus cyanopterus,5,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus griseus,11,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus guttatus,40,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus inermis,17,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus jocu,18,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus jordani,13,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus mahogoni,18,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus novemfasciatus,12,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus peru,10,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus purpureus,17,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus synagris,90,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus viridis,21,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus vivanus,23,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,NA,7,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Ocyurus,Ocyurus chrysurus,29,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Pristipomoides,Pristipomoides aquilonaris,42,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Pristipomoides,Pristipomoides freemani,5,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Pristipomoides,Pristipomoides macrophthalmus,13,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Pristipomoides,NA,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Rhomboplites,Rhomboplites aurorubens,30,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,NA,NA,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,Caulolatilus affinis,12,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,Caulolatilus cyanops,5,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,Caulolatilus guppyi,4,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,Caulolatilus intermedius,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,Caulolatilus princeps,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,NA,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Malacanthus,Malacanthus brevirostris,4,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Malacanthus,Malacanthus plumieri,4,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae,Cerdale,Cerdale floridana,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae,Cerdale,Cerdale ionthas,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae,Cerdale,Cerdale paludicola,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae,Cerdale,NA,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae,Clarkichthys,Clarkichthys bilineatus,4,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae,Microdesmus,Microdesmus carri,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae,Microdesmus,Microdesmus dipus,4,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae,Microdesmus,Microdesmus knappi,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae,Microdesmus,Microdesmus retropinnis,5,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae,Microdesmus,Microdesmus suttkusi,5,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae,Ptereleotris,Ptereleotris helenae,6,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mugilidae,Agonostomus,Agonostomus monticola,4,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mugilidae,Chaenomugil,Chaenomugil proboscideus,5,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mugilidae,Joturus,Joturus pichardi,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mugilidae,Mugil,Mugil cephalus,10,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mugilidae,Mugil,Mugil curema,27,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mugilidae,Mugil,Mugil hospes,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mugilidae,Mugil,Mugil incilis,8,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mugilidae,Mugil,Mugil liza,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mugilidae,Mugil,Mugil trichodon,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mugilidae,Mugil,NA,4,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mugilidae,NA,NA,10,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Mulloidichthys,Mulloidichthys dentatus,13,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Mulloidichthys,Mulloidichthys martinicus,12,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Mulloidichthys,Mulloidichthys vanicolensis,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus auratus,7,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Pseudupeneus,Pseudupeneus grandisquamis,24,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Pseudupeneus,Pseudupeneus maculatus,52,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Upeneus,Upeneus parvus,95,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,NA,NA,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Nematistiidae,Nematistius,Nematistius pectoralis,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Nomeidae,Cubiceps,Cubiceps pauciradiatus,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Nomeidae,Cubiceps,NA,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Nomeidae,Nomeus,Nomeus gronovii,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Nomeidae,Psenes,Psenes cyanophrys,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Nomeidae,Psenes,Psenes pellucidus,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Nomeidae,Psenes,Psenes sio,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Nomeidae,NA,NA,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Lonchopisthus,Lonchopisthus higmani,11,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Lonchopisthus,Lonchopisthus lemur,39,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Lonchopisthus,Lonchopisthus micrognathus,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Lonchopisthus,Lonchopisthus sinuscalifornicus,4,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Lonchopisthus,NA,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Opistognathus,Opistognathus aurifrons,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Opistognathus,Opistognathus fenmutis,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Opistognathus,Opistognathus lonchurus,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Opistognathus,Opistognathus macrognathus,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Opistognathus,Opistognathus maxillosus,5,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Opistognathus,Opistognathus panamaensis,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Opistognathus,Opistognathus punctatus,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Opistognathus,Opistognathus scops,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Opistognathus,Opistognathus whitehursti,5,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Opistognathus,NA,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,Pempheris poeyi,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,Pempheris schomburgkii,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Percophidae,Bembrops,Bembrops anatirostris,62,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Percophidae,Bembrops,Bembrops gobioides,4,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Percophidae,Bembrops,Bembrops ocellatus,21,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Percophidae,Bembrops,NA,6,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Percophidae,NA,NA,4,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,Polydactylus,Polydactylus approximans,26,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,Polydactylus,Polydactylus oligodon,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,Polydactylus,Polydactylus opercularis,13,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,Polydactylus,Polydactylus virginicus,34,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,Polydactylus,NA,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,NA,NA,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,Holacanthus ciliaris,7,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,Holacanthus passer,31,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,Holacanthus tricolor,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,Pomacanthus arcuatus,17,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,Pomacanthus paru,24,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,Pomacanthus zonipectus,7,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,Abudefduf concolor,17,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,Abudefduf saxatilis,14,2,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,Abudefduf taurus,8,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,Abudefduf troschelii,23,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,NA,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,Chromis alta,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,Chromis atrilobata,15,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,Chromis cyanea,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,Chromis enchrysura,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,Chromis insolata,4,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,Chromis multilineata,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,NA,5,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Microspathodon,Microspathodon bairdii,5,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Microspathodon,Microspathodon chrysurus,6,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Microspathodon,Microspathodon dorsalis,5,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Stegastes acapulcoensis,31,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Stegastes adustus,29,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Stegastes arcifrons,8,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Stegastes beebei,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Stegastes diencaeus,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Stegastes flavilatus,22,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Stegastes leucostictus,7,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Stegastes otophorus,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Stegastes partitus,10,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Stegastes planifrons,21,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Stegastes rectifraenum,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,Stegastes variabilis,5,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,NA,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pomatomidae,Pomatomus,Pomatomus saltatrix,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Priacanthidae,Cookeolus,Cookeolus japonicus,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Priacanthidae,Heteropriacanthus,Heteropriacanthus cruentatus,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Priacanthidae,Priacanthus,Priacanthus arenatus,40,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Priacanthidae,Pristigenys,Pristigenys alta,8,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Priacanthidae,Pristigenys,Pristigenys serrula,10,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae,Labracinus,Labracinus melanotaenia,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Rachycentridae,Rachycentron,Rachycentron canadum,6,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Cryptotomus,Cryptotomus roseus,32,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Nicholsina,Nicholsina denticulata,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Nicholsina,Nicholsina usta,9,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus coeruleus,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus ghobban,23,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus iseri,3,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus perrico,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus rubroviolaceus,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus taeniopterus,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus vetula,1,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,NA,7,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,Sparisoma aurofrenatum,4,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,Sparisoma chrysopterum,7,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,Sparisoma radians,80,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,Sparisoma rubripinne,8,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,Sparisoma viride,4,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,NA,6,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,NA,NA,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Bairdiella,Bairdiella ensifera,2,1,0.5009252259134761
Colombia,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Bairdiella,Bairdiella ronchus,11,1,0.5009252259134761
